utterance_id,subject,azimuth1,azimuth2,elevation1,elevation2,elevation_index1,elevation_index2
40jc020v_2.4362_207a010q_-2.4362.wav,subject17,45,-30,107,79,27,22
407a0113_2.1793_20va010k_-2.1793.wav,subject165,30,-35,-23,39,4,15
018c0208_0.81918_01na010f_-0.81918.wav,subject158,-5,30,180,-39,40,1
01zo030p_1.1948_20hc0104_-1.1948.wav,subject158,-25,30,163,-39,37,1
20oo010d_1.0631_01ic020s_-1.0631.wav,subject12,-5,30,90,84,24,23
20go0105_1.8119_01mc020u_-1.8119.wav,subject155,10,-20,-45,-11,0,6
021a010v_1.4174_20no010g_-1.4174.wav,subject12,-80,-15,34,141,14,33
40fa0108_0.53081_01wa010y_-0.53081.wav,subject17,-25,-5,135,23,32,12
404c020l_0.26103_01pa010d_-0.26103.wav,subject147,-25,-45,203,96,44,25
40co030f_1.231_40da010d_-1.231.wav,subject03,-55,10,17,-6,11,7
029c0203_0.24612_028o0310_-0.24612.wav,subject158,10,30,-34,11,2,10
20kc0105_0.34492_20fo0102_-0.34492.wav,subject165,20,-40,-11,28,6,13
016o0302_1.2731_01oa0108_-1.2731.wav,subject158,-25,45,118,169,29,38
204o010q_0.86033_01qa0111_-0.86033.wav,subject155,-25,10,6,-6,9,7
20qo010j_1.6657_025c020l_-1.6657.wav,subject17,0,15,214,101,46,26
20ha0106_2.3152_01oa0101_-2.3152.wav,subject147,-15,-45,219,-39,47,1
20pa010g_2.2048_20ka010d_-2.2048.wav,subject40,25,15,174,180,39,40
01qo030m_0.91037_40da010n_-0.91037.wav,subject147,-65,40,68,146,20,34
40ha010r_1.0564_01io030z_-1.0564.wav,subject03,40,-65,101,51,26,17
40eo0306_2.4435_01co030u_-2.4435.wav,subject165,25,35,101,62,26,19
20ka010d_0.47682_01vo030w_-0.47682.wav,subject158,35,-55,96,163,25,37
01ua010o_0.33088_204o010d_-0.33088.wav,subject165,-65,45,-45,197,0,43
20co010p_0.7734_40ac021c_-0.7734.wav,subject12,55,25,129,-45,31,0
01qo030w_1.7307_204o010o_-1.7307.wav,subject158,-25,-40,174,96,39,25
01oa010z_0.34858_401o0313_-0.34858.wav,subject155,-5,40,90,231,24,49
019a010e_1.6175_021o0308_-1.6175.wav,subject126,-45,35,79,180,22,40
20ka010l_0.62446_022o0308_-0.62446.wav,subject40,55,-40,45,-34,16,2
01jc020a_2.321_01yc0218_-2.321.wav,subject126,15,-30,135,51,32,17
40hc0208_0.90274_011a010r_-0.90274.wav,subject158,-45,-10,231,96,49,25
01ba010w_1.4725_209c0109_-1.4725.wav,subject165,40,65,-34,84,2,23
01ro030b_1.677_40dc0210_-1.677.wav,subject17,-10,-45,51,96,17,25
20do010m_1.282_026o030x_-1.282.wav,subject12,35,0,23,56,12,18
01rc0219_0.75196_015c020w_-0.75196.wav,subject126,55,-35,68,101,20,26
404c0214_1.3776_02co030j_-1.3776.wav,subject155,-45,-10,96,118,25,29
208a010p_0.80858_40gc020v_-0.80858.wav,subject12,-20,-40,-34,180,2,40
020o030a_2.2591_024a010t_-2.2591.wav,subject158,65,15,51,39,17,15
20gc010k_1.5841_404a010q_-1.5841.wav,subject40,-25,-30,180,62,40,19
20mc0104_2.2077_01wc0202_-2.2077.wav,subject12,-5,-35,107,163,27,37
02ao0307_1.2117_206c0107_-1.2117.wav,subject12,65,10,231,73,49,21
013o030p_1.363_02cc020q_-1.363.wav,subject155,-10,-25,28,186,13,41
021c020y_0.78184_20mo010e_-0.78184.wav,subject126,30,45,28,84,13,23
014c020u_2.4085_408o0317_-2.4085.wav,subject126,-45,55,219,129,47,31
20qa010s_0.29924_012c021b_-0.29924.wav,subject155,-80,-30,84,231,23,49
01vc020z_0.052937_40ha010c_-0.052937.wav,subject12,80,-55,113,163,28,37
20sc010b_2.2237_024c0214_-2.2237.wav,subject126,15,-65,225,118,48,29
20kc0104_1.0647_01na010h_-1.0647.wav,subject17,-80,40,39,113,15,28
409c0214_0.96369_01mc0213_-0.96369.wav,subject147,40,15,-45,208,0,45
20mo010i_2.3733_015o0319_-2.3733.wav,subject40,55,-80,225,163,48,37
20ja0112_2.3904_026c021e_-2.3904.wav,subject126,-65,15,129,219,31,47
01ic021b_2.307_01ko030p_-2.307.wav,subject126,0,-20,118,214,29,46
20ko0107_0.60119_20ec010c_-0.60119.wav,subject147,5,-25,62,152,19,35
022o0307_0.062162_021c020y_-0.062162.wav,subject158,55,-30,-23,101,4,26
40ma010f_2.1579_207a010h_-2.1579.wav,subject158,-40,-25,11,158,10,36
01sc0208_1.999_20jc0105_-1.999.wav,subject40,10,0,180,158,40,36
017c0211_1.7781_40lo030h_-1.7781.wav,subject40,35,-25,-17,-45,5,0
014c021e_0.32449_20do0108_-0.32449.wav,subject17,-30,55,0,180,8,40
405o030o_1.7798_029a010p_-1.7798.wav,subject147,-5,0,219,186,47,41
20oc0106_2.123_01vo030s_-2.123.wav,subject17,30,25,-28,163,3,37
017o030c_0.4131_022c020s_-0.4131.wav,subject17,-30,15,17,169,11,38
01uc020u_0.40691_20na010e_-0.40691.wav,subject155,45,-55,225,-11,48,6
01bo030d_0.25079_023a0113_-0.25079.wav,subject40,-5,-20,129,135,31,32
01ba010h_1.8825_20ac010e_-1.8825.wav,subject147,-30,25,152,-17,35,5
40eo0319_1.5456_01da010j_-1.5456.wav,subject17,-5,30,-39,174,1,39
40ba0104_0.63285_01ia0103_-0.63285.wav,subject147,-5,15,-45,107,0,27
20gc010e_0.58401_204c010j_-0.58401.wav,subject126,-80,30,-45,45,0,16
20lo010d_1.2594_01xo030b_-1.2594.wav,subject17,-40,55,90,-11,24,6
01fo0302_0.45941_20ma010n_-0.45941.wav,subject03,45,0,34,146,14,34
01ro031b_0.89084_20co010q_-0.89084.wav,subject12,-45,-55,0,101,8,26
01lo030w_0.27391_40pc020w_-0.27391.wav,subject155,-80,25,208,191,45,42
20nc0101_0.87717_40fo030e_-0.87717.wav,subject40,10,-15,62,84,19,23
20sa0102_0.77591_02ca010z_-0.77591.wav,subject147,-40,-20,174,169,39,38
20aa010g_1.493_018c020j_-1.493.wav,subject165,80,-35,96,225,25,48
014c0208_0.26397_02ea010x_-0.26397.wav,subject40,-20,55,186,-34,41,2
011a0112_1.2546_40ac0203_-1.2546.wav,subject40,-35,-25,17,0,11,8
406a0104_1.368_026a010y_-1.368.wav,subject12,-25,55,28,-17,13,5
20ac010l_0.99967_40oc0202_-0.99967.wav,subject03,-80,65,186,6,41,9
40hc020u_1.5704_01yc020b_-1.5704.wav,subject17,-20,5,135,90,32,24
20ra010g_0.62821_40ho030a_-0.62821.wav,subject158,35,5,180,84,40,23
029o030o_0.72452_20mo0106_-0.72452.wav,subject155,-25,55,231,219,49,47
022c0217_1.3229_01zo031g_-1.3229.wav,subject03,0,-10,73,6,21,9
019o0304_0.53607_01ko0302_-0.53607.wav,subject12,65,-55,163,73,37,21
021c020i_0.8615_405a0114_-0.8615.wav,subject165,35,-45,129,152,31,35
406c021c_0.41358_40jc020v_-0.41358.wav,subject165,-30,5,51,-34,17,2
20pc0104_0.9262_20hc010q_-0.9262.wav,subject40,65,-15,141,203,33,44
025o0318_0.23792_016o0308_-0.23792.wav,subject147,15,-35,231,180,49,40
40ao030y_0.60926_205c0107_-0.60926.wav,subject155,-45,-20,-45,107,0,27
01za0114_1.0614_20sa010v_-1.0614.wav,subject17,-15,-5,203,-28,44,3
027o030p_0.71768_40ec020d_-0.71768.wav,subject126,15,-15,214,225,46,48
01yc0211_1.1523_021a010p_-1.1523.wav,subject155,10,45,225,45,48,16
01yo030t_2.3355_40la0103_-2.3355.wav,subject03,65,-65,96,186,25,41
40aa0103_0.77828_40jo0305_-0.77828.wav,subject165,-55,-65,96,118,25,29
028a010l_2.3755_404o0303_-2.3755.wav,subject40,80,25,6,-17,9,5
01vo030i_1.424_20sa010h_-1.424.wav,subject155,25,20,56,84,18,23
01nc0205_0.11667_01oc021e_-0.11667.wav,subject155,0,-35,169,68,38,20
015a010u_2.339_206a010x_-2.339.wav,subject155,40,45,186,-28,41,3
02ao030a_0.29357_018a010b_-0.29357.wav,subject17,45,35,169,68,38,20
40oo031a_1.2015_01gc0204_-1.2015.wav,subject40,-30,-45,141,203,33,44
20ca010h_0.86273_20hc0104_-0.86273.wav,subject126,45,65,6,174,9,39
206c010l_1.5856_407c0219_-1.5856.wav,subject165,80,-30,0,163,8,37
20oc0105_0.76873_204c010i_-0.76873.wav,subject03,25,65,11,118,10,29
20ec010d_1.0047_023o030o_-1.0047.wav,subject40,-65,-15,-34,56,2,18
20ja010k_0.29096_02dc020j_-0.29096.wav,subject158,-20,-45,219,174,47,39
017o030b_1.7897_40nc020z_-1.7897.wav,subject147,0,80,203,174,44,39
013a010y_2.2475_20pa010m_-2.2475.wav,subject40,65,-45,-6,146,7,34
025o0304_1.8455_019c0209_-1.8455.wav,subject12,45,-80,79,23,22,12
01ro030k_1.0103_209o010i_-1.0103.wav,subject17,-30,-5,23,197,12,43
209c0109_0.98044_01eo030o_-0.98044.wav,subject03,0,30,-11,203,6,44
01oa010w_0.85329_026c020o_-0.85329.wav,subject165,10,45,-45,197,0,43
01na010b_1.8938_019o0301_-1.8938.wav,subject147,-35,-80,39,-17,15,5
01lc0215_1.9781_208o010l_-1.9781.wav,subject03,-45,45,51,0,17,8
20ro010i_0.33852_01ba010f_-0.33852.wav,subject155,80,10,6,62,9,19
407c0206_1.1231_40dc021g_-1.1231.wav,subject03,40,-80,146,208,34,45
20mc0107_0.58428_20bo0106_-0.58428.wav,subject155,80,0,84,17,23,11
40mc020p_0.6633_20uo0107_-0.6633.wav,subject17,-5,35,225,174,48,39
01so0302_0.32705_20fo010f_-0.32705.wav,subject12,-65,-15,-17,56,5,18
01ua0106_1.5203_206c0104_-1.5203.wav,subject17,25,0,124,169,30,38
01rc020a_1.279_01na010f_-1.279.wav,subject03,80,40,-23,11,4,10
01xo030p_1.3832_206o0109_-1.3832.wav,subject165,55,40,6,-45,9,0
40ac0214_0.51264_20ma0104_-0.51264.wav,subject126,-40,0,197,158,43,36
01vc0218_2.1282_024o030n_-2.1282.wav,subject17,-10,-5,107,214,27,46
20da010o_1.1946_022a0103_-1.1946.wav,subject12,25,45,225,34,48,14
024a010w_0.24931_02da0107_-0.24931.wav,subject03,0,-40,219,174,47,39
405o030r_1.2848_40pc020l_-1.2848.wav,subject40,15,-30,135,62,32,19
40lc0210_2.2937_01mo0319_-2.2937.wav,subject147,15,30,-28,56,3,18
20vc010g_0.14474_01xa0106_-0.14474.wav,subject147,-55,20,225,197,48,43
02eo030b_2.1349_209a010a_-2.1349.wav,subject155,-15,0,0,174,8,39
403c020v_0.8817_02eo0316_-0.8817.wav,subject155,5,80,231,141,49,33
012c020n_0.8342_029o030o_-0.8342.wav,subject155,-25,20,231,113,49,28
40pa0105_1.4055_017a0112_-1.4055.wav,subject40,-10,-25,197,141,43,33
01co0303_1.6699_405o030a_-1.6699.wav,subject155,-20,-40,84,11,23,10
20oc010m_1.5911_205c0107_-1.5911.wav,subject158,0,-55,169,219,38,47
20mo0106_0.27324_40co030w_-0.27324.wav,subject17,55,-35,214,129,46,31
01co0303_0.58548_209o010o_-0.58548.wav,subject40,-65,45,208,231,45,49
40co030p_0.43281_40ac0205_-0.43281.wav,subject165,10,80,-17,45,5,16
20go010p_0.53655_404c021b_-0.53655.wav,subject147,15,-25,73,0,21,8
20ga010m_0.24012_207a0110_-0.24012.wav,subject12,30,-15,0,158,8,36
40do030v_0.59626_20va0102_-0.59626.wav,subject165,10,40,180,-17,40,5
404o0303_0.19899_408a010g_-0.19899.wav,subject165,15,10,101,56,26,18
017c0214_1.9202_20mc010b_-1.9202.wav,subject126,-55,40,84,118,23,29
407c020m_1.8516_40lc020q_-1.8516.wav,subject126,15,-80,174,23,39,12
20ga010u_2.4586_20cc010k_-2.4586.wav,subject40,-15,-80,-23,208,4,45
018a010g_0.9059_01ko030v_-0.9059.wav,subject147,-30,-15,28,-28,13,3
20mc010k_1.1525_015c0207_-1.1525.wav,subject17,-5,30,-23,62,4,19
01wo030c_0.36315_20ta010y_-0.36315.wav,subject03,-45,20,0,186,8,41
014a010f_1.7974_01zc021a_-1.7974.wav,subject155,-80,-5,124,135,30,32
01na0113_2.3645_409a010f_-2.3645.wav,subject03,65,-10,129,219,31,47
20lc010l_0.56303_016c020j_-0.56303.wav,subject158,-80,40,129,51,31,17
20oo010i_2.4134_40co031d_-2.4134.wav,subject155,20,-25,-11,90,6,24
01ec020c_1.6681_019o030x_-1.6681.wav,subject03,45,-10,163,56,37,18
01da010i_2.4172_40io0305_-2.4172.wav,subject17,-35,-5,191,214,42,46
40pc020y_2.2663_20oo010c_-2.2663.wav,subject126,25,35,180,39,40,15
02bo030o_1.7832_019o0301_-1.7832.wav,subject40,-5,5,219,39,47,15
40no031c_2.2728_40lc020g_-2.2728.wav,subject147,15,5,-6,118,7,29
02bo030p_1.548_206a0102_-1.548.wav,subject165,-10,-5,186,208,41,45
20ba010c_1.5316_01ua0111_-1.5316.wav,subject155,-40,-20,-28,107,3,27
028o0317_0.62391_20mo010k_-0.62391.wav,subject155,-5,-55,-39,-6,1,7
01mo0309_1.6108_01qc020k_-1.6108.wav,subject40,-25,45,11,129,10,31
01ta0106_1.6763_20da0110_-1.6763.wav,subject17,45,-80,68,39,20,15
208a0111_0.20733_01wa010a_-0.20733.wav,subject147,0,15,124,214,30,46
02bc0205_1.1824_01uo030n_-1.1824.wav,subject12,30,-25,191,11,42,10
02bc0208_2.012_20vc010i_-2.012.wav,subject126,80,-5,107,56,27,18
01ua0103_2.0632_20ec010i_-2.0632.wav,subject158,45,35,23,174,12,39
01fo030t_2.0083_40ec020c_-2.0083.wav,subject158,0,5,6,219,9,47
204a010t_1.7236_40na0102_-1.7236.wav,subject147,5,-45,118,51,29,17
01bo030c_1.2973_024o0318_-1.2973.wav,subject147,-80,30,28,135,13,32
20ja0101_0.77626_40oo030x_-0.77626.wav,subject12,30,-25,73,129,21,31
40mo030l_1.2441_40ec021a_-1.2441.wav,subject165,40,-10,84,180,23,40
02da010u_1.4814_20ma010z_-1.4814.wav,subject12,-55,65,163,135,37,32
01io030u_0.72869_40ko030w_-0.72869.wav,subject03,-10,55,68,73,20,21
208c010a_1.6931_20ha0106_-1.6931.wav,subject03,80,30,152,68,35,20
20mc010k_2.4194_20qo010n_-2.4194.wav,subject155,-55,-10,191,186,42,41
40jc021e_0.30068_024o030f_-0.30068.wav,subject147,55,35,169,-11,38,6
403a010n_1.865_01rc020s_-1.865.wav,subject03,30,15,90,-23,24,4
01lo031b_1.7357_40eo0304_-1.7357.wav,subject158,-65,-20,0,231,8,49
01jc020a_2.2464_017c020p_-2.2464.wav,subject17,30,-25,73,79,21,22
20la0103_0.97906_01ro030t_-0.97906.wav,subject03,-10,5,231,163,49,37
024o030q_1.7083_20sa010v_-1.7083.wav,subject40,-5,-80,51,6,17,9
016c020h_0.12063_01uo030e_-0.12063.wav,subject126,-80,65,51,197,17,43
40ea0101_2.0166_02dc021c_-2.0166.wav,subject03,-45,-5,186,39,41,15
017c020t_2.4259_015o030o_-2.4259.wav,subject126,40,0,73,68,21,20
01ra0109_0.63333_408o0304_-0.63333.wav,subject17,-80,0,-17,118,5,29
206o010o_0.89945_01sa010q_-0.89945.wav,subject158,-5,-25,225,180,48,40
20na0108_1.1206_028o030c_-1.1206.wav,subject17,-30,-35,-34,68,2,20
022a010w_0.22955_019a010s_-0.22955.wav,subject126,15,-20,11,28,10,13
20hc010d_0.98546_018c020p_-0.98546.wav,subject12,-20,-5,186,45,41,16
409c0206_1.4921_025o030w_-1.4921.wav,subject165,15,-30,-39,-11,1,6
20do0108_2.1789_40pc0204_-2.1789.wav,subject03,80,35,-39,39,1,15
408c021b_0.55684_20fc010i_-0.55684.wav,subject155,65,-80,51,-23,17,4
029a010l_0.84838_40pa010d_-0.84838.wav,subject165,-65,65,158,-11,36,6
019c020z_2.3215_40kc021g_-2.3215.wav,subject165,15,-25,197,146,43,34
404c0216_1.4614_014c020k_-1.4614.wav,subject03,0,-80,-11,56,6,18
021c0203_0.88967_017a0103_-0.88967.wav,subject126,15,-15,158,23,36,12
20pa010s_1.3482_40do030k_-1.3482.wav,subject03,20,45,163,124,37,30
01eo030s_1.4321_209a010a_-1.4321.wav,subject12,45,-25,107,28,27,13
01co0318_1.928_01sa010f_-1.928.wav,subject155,-15,0,129,-28,31,3
013a010d_0.90911_40oo030t_-0.90911.wav,subject40,-25,45,0,231,8,49
406c020v_2.1283_018o0315_-2.1283.wav,subject147,-45,-5,163,225,37,48
013o030k_0.33543_01na010r_-0.33543.wav,subject155,25,65,84,-28,23,3
02cc0215_0.80017_013o030q_-0.80017.wav,subject147,10,30,146,39,34,15
405o030s_1.3168_01fo030e_-1.3168.wav,subject40,55,45,118,-17,29,5
01qo030s_1.4233_40pc020c_-1.4233.wav,subject126,-15,-80,-28,135,3,32
20ro010p_0.92441_01eo0309_-0.92441.wav,subject155,-55,-30,219,203,47,44
20lc0107_1.5321_20hc0104_-1.5321.wav,subject40,-15,45,0,90,8,24
01sa0113_0.96805_011o0314_-0.96805.wav,subject158,-25,-65,6,-17,9,5
406a0109_0.80304_01yc0217_-0.80304.wav,subject165,-40,20,-11,225,6,48
027c020j_0.025208_022c020m_-0.025208.wav,subject158,5,30,-34,23,2,12
40pa010d_0.22912_20ga010u_-0.22912.wav,subject40,-65,-30,174,96,39,25
20no010o_2.2391_01uo030e_-2.2391.wav,subject12,-80,10,79,124,22,30
40ja010u_0.82863_20ga010o_-0.82863.wav,subject40,45,35,73,186,21,41
20to010e_0.56004_20ca0110_-0.56004.wav,subject147,-25,10,39,34,15,14
01qa010i_0.83762_027o0307_-0.83762.wav,subject126,-80,-35,208,191,45,42
20fo010i_0.97184_408c020e_-0.97184.wav,subject126,40,-5,-45,174,0,39
20va010z_0.42073_20so010p_-0.42073.wav,subject165,10,-25,158,73,36,21
40ac020f_2.3449_20va010e_-2.3449.wav,subject155,65,40,101,118,26,29
20pa010m_2.0848_40jc020a_-2.0848.wav,subject03,-25,40,73,191,21,42
20to010d_1.0276_40oo0308_-1.0276.wav,subject40,-65,10,-28,11,3,10
028o030a_1.2009_01ja010g_-1.2009.wav,subject126,10,-35,118,197,29,43
02da010q_0.13498_029a0111_-0.13498.wav,subject165,35,10,84,34,23,14
20co0105_0.31028_028o030a_-0.31028.wav,subject17,55,-35,84,39,23,15
401c0202_2.1287_20bo010o_-2.1287.wav,subject126,-65,10,-28,186,3,41
20pa0104_1.7878_20sc010b_-1.7878.wav,subject03,10,55,219,84,47,23
40bc021c_0.74478_018c020p_-0.74478.wav,subject03,20,-20,158,-6,36,7
01pc0205_1.7042_01no0303_-1.7042.wav,subject158,-25,-45,62,174,19,39
016o031f_1.2754_027o030e_-1.2754.wav,subject158,-10,15,6,163,9,37
026a010u_0.21684_206a010l_-0.21684.wav,subject40,-55,35,129,-34,31,2
204o0107_1.661_01pc020w_-1.661.wav,subject155,-80,-40,169,-39,38,1
204o010d_0.35844_209a010s_-0.35844.wav,subject147,25,65,129,231,31,49
01fc0212_1.459_027c020f_-1.459.wav,subject155,-10,-45,-39,113,1,28
20fa010b_1.843_02co0313_-1.843.wav,subject155,-25,15,219,51,47,17
018c020f_0.076963_01ea0101_-0.076963.wav,subject17,45,30,174,45,39,16
016a010t_0.041311_409c020j_-0.041311.wav,subject126,-80,-45,152,17,35,11
01ko030f_0.08303_017c020i_-0.08303.wav,subject155,0,55,101,23,26,12
01ja0109_1.2509_01xo0316_-1.2509.wav,subject17,20,-80,118,214,29,46
403c0217_0.40523_40ba0104_-0.40523.wav,subject158,35,-55,-28,186,3,41
403o0301_2.1367_01qo0312_-2.1367.wav,subject158,65,10,6,0,9,8
20sa0111_0.74888_20ac0108_-0.74888.wav,subject158,-20,-15,141,152,33,35
408c0203_1.0613_01ma010a_-1.0613.wav,subject126,5,-65,113,-11,28,6
01eo0301_1.4263_209a010w_-1.4263.wav,subject03,10,35,180,6,40,9
025o030h_1.4489_012a0114_-1.4489.wav,subject155,-80,5,231,107,49,27
20nc0101_0.13194_01qa010h_-0.13194.wav,subject147,-45,15,169,180,38,40
011c020m_0.49489_20uo010l_-0.49489.wav,subject12,15,20,107,-39,27,1
022a010k_1.7506_204c0107_-1.7506.wav,subject147,45,-45,107,129,27,31
01ua0103_1.9842_204a010k_-1.9842.wav,subject03,15,20,158,84,36,23
021c020j_1.5254_405c0204_-1.5254.wav,subject03,20,40,-17,169,5,38
026c020k_0.93071_20ga010u_-0.93071.wav,subject158,15,0,62,214,19,46
20cc0108_1.9806_40fc020o_-1.9806.wav,subject155,-15,20,158,51,36,17
206a0106_2.2653_20ta010q_-2.2653.wav,subject155,15,10,84,34,23,14
405c0203_0.0017501_012a010k_-0.0017501.wav,subject40,-40,10,180,124,40,30
20vo010n_0.31112_40fa0108_-0.31112.wav,subject17,-30,-15,169,101,38,26
01yc020b_0.02245_01do0311_-0.02245.wav,subject40,-5,80,6,68,9,20
01ec020t_1.6737_021o0310_-1.6737.wav,subject147,80,-45,28,219,13,47
204o010i_2.1406_02ea010p_-2.1406.wav,subject40,-5,-40,-45,96,0,25
20lc010p_0.7565_01do0304_-0.7565.wav,subject165,45,-55,219,163,47,37
20kc010i_1.5592_40io030f_-1.5592.wav,subject40,-25,-15,208,79,45,22
01gc020o_0.69023_012c020l_-0.69023.wav,subject155,5,25,101,79,26,22
012c020f_2.448_40hc020y_-2.448.wav,subject155,-25,55,17,203,11,44
20da010t_0.81377_406a010a_-0.81377.wav,subject17,0,-80,180,73,40,21
20io010d_2.4172_40dc021g_-2.4172.wav,subject12,-40,-45,169,231,38,49
40gc020f_2.2693_015c0207_-2.2693.wav,subject17,20,-30,17,-17,11,5
022a010t_1.2356_01fo0308_-1.2356.wav,subject12,-30,15,17,-28,11,3
01nc020k_0.70202_012o030p_-0.70202.wav,subject17,25,-30,0,124,8,30
406a010a_0.65225_40ea010t_-0.65225.wav,subject17,-55,55,231,-45,49,0
40bc021c_0.56903_405c0216_-0.56903.wav,subject17,30,45,-45,62,0,19
404c020y_1.6253_20no0101_-1.6253.wav,subject158,0,-30,23,107,12,27
01rc0214_1.6906_20da0101_-1.6906.wav,subject158,45,-35,158,135,36,32
40na010w_1.4251_404o0314_-1.4251.wav,subject12,55,-80,113,17,28,11
01pc0209_2.3375_013o030j_-2.3375.wav,subject165,-55,-40,23,-17,12,5
204a0114_1.2332_012o0311_-1.2332.wav,subject40,-30,-10,169,23,38,12
012a010j_2.4716_20pa010k_-2.4716.wav,subject155,10,-65,51,135,17,32
40eo030g_0.76055_01xo030x_-0.76055.wav,subject155,-45,15,124,113,30,28
018a010o_1.6427_40hc020h_-1.6427.wav,subject126,20,40,-45,45,0,16
01gc021e_2.4847_40do030k_-2.4847.wav,subject12,10,-35,186,34,41,14
407a010o_0.64419_20hc010q_-0.64419.wav,subject03,-10,35,68,231,20,49
206o010l_0.19456_20ao0102_-0.19456.wav,subject147,45,-20,51,174,17,39
01nc020k_2.1361_20ec0101_-2.1361.wav,subject155,-45,25,-23,-17,4,5
20ha010p_0.3552_01ja010w_-0.3552.wav,subject155,-30,-45,129,84,31,23
20ma0104_0.22694_408o030w_-0.22694.wav,subject126,15,45,90,73,24,21
20ra010h_0.12627_01ko030p_-0.12627.wav,subject126,-10,-55,214,96,46,25
40la0105_0.46792_40ma010g_-0.46792.wav,subject155,-25,-30,225,-28,48,3
20to0102_1.2108_404c0216_-1.2108.wav,subject147,-65,-55,141,158,33,36
029o030g_2.2116_404a010s_-2.2116.wav,subject158,0,20,180,84,40,23
021c020v_1.3446_02co0312_-1.3446.wav,subject12,20,55,169,-23,38,4
20ec010m_2.1066_20aa0113_-2.1066.wav,subject147,-20,65,56,6,18,9
40jo0319_0.0026315_20ec010d_-0.0026315.wav,subject126,-25,65,-45,-6,0,7
017a010t_1.7804_20ha010p_-1.7804.wav,subject40,-10,45,39,174,15,39
40ma010z_0.76898_405c020h_-0.76898.wav,subject155,-25,45,158,-28,36,3
01sa0109_1.6797_208c010m_-1.6797.wav,subject03,-40,-20,113,-6,28,7
20va010t_1.0383_01ro030k_-1.0383.wav,subject126,-55,65,169,34,38,14
021c020n_1.5734_022o030h_-1.5734.wav,subject126,5,30,180,0,40,8
20ja010v_0.59885_40ea010l_-0.59885.wav,subject12,-55,-20,186,-45,41,0
013o030j_0.26896_40nc021f_-0.26896.wav,subject12,-15,80,225,101,48,26
01tc0212_1.3236_20oa010y_-1.3236.wav,subject165,45,0,-45,163,0,37
01wa010y_2.0383_20ea010u_-2.0383.wav,subject12,-35,45,219,113,47,28
20po010k_0.37369_01zo031f_-0.37369.wav,subject12,35,-10,-11,28,6,13
01nc0201_1.2143_02ec0215_-1.2143.wav,subject12,20,-55,197,96,43,25
20pa010m_0.33753_40ha010r_-0.33753.wav,subject147,-15,25,169,191,38,42
01la0102_0.33845_20mc0104_-0.33845.wav,subject126,0,-40,214,68,46,20
20ea010d_1.7455_20ja0112_-1.7455.wav,subject158,-80,-65,79,146,22,34
01eo030e_0.19184_40bc021g_-0.19184.wav,subject12,-65,-20,158,203,36,44
40lo030k_2.0453_406a010y_-2.0453.wav,subject40,-45,0,51,96,17,25
20ha010g_1.3002_01fo0304_-1.3002.wav,subject126,-10,-25,186,-11,41,6
406c020x_0.84231_01ga0107_-0.84231.wav,subject40,20,35,152,45,35,16
40lc0209_1.1522_01ko0302_-1.1522.wav,subject12,-5,-80,124,174,30,39
01ja010w_1.8653_01go030l_-1.8653.wav,subject40,-35,35,-23,84,4,23
20oo010i_1.7767_01oc0219_-1.7767.wav,subject155,-25,-80,101,56,26,18
01io030t_0.27885_40ko0302_-0.27885.wav,subject40,5,-80,-17,68,5,20
408a010e_2.1878_01la0113_-2.1878.wav,subject40,-55,40,129,56,31,18
407o0302_1.2054_015o030h_-1.2054.wav,subject126,-20,15,79,6,22,9
407a010n_1.5749_01fo031b_-1.5749.wav,subject126,-10,35,158,124,36,30
01pc020l_1.221_01va010i_-1.221.wav,subject03,-55,35,203,208,44,45
40ia010t_0.96187_018c020n_-0.96187.wav,subject155,-5,40,-11,152,6,35
20io010i_0.76657_409a0107_-0.76657.wav,subject40,20,-20,-34,107,2,27
40pa0112_1.2535_02ac0203_-1.2535.wav,subject155,-25,5,-28,96,3,25
019o0301_2.191_024c020m_-2.191.wav,subject03,80,35,141,-28,33,3
20ba010c_1.5804_016o030n_-1.5804.wav,subject165,-20,-55,118,169,29,38
01gc021c_2.2156_026a010k_-2.2156.wav,subject165,0,10,68,-28,20,3
02co0313_2.1721_40gc0219_-2.1721.wav,subject12,-80,10,-23,62,4,19
20kc010a_1.7523_40ac021d_-1.7523.wav,subject17,-40,35,6,11,9,10
40ao030g_1.8129_01ta0107_-1.8129.wav,subject158,25,-20,152,45,35,16
20ra010o_0.91302_013o030x_-0.91302.wav,subject126,65,-65,-17,129,5,31
01io030j_0.11025_40ma010n_-0.11025.wav,subject147,80,-65,231,-45,49,0
02co0315_1.6283_018o030n_-1.6283.wav,subject158,20,-45,225,124,48,30
011c020h_0.9531_013c020l_-0.9531.wav,subject03,-5,-80,90,231,24,49
40ac0218_0.064743_020o030u_-0.064743.wav,subject158,-5,-65,-34,124,2,30
406c0209_1.3986_025o0312_-1.3986.wav,subject17,30,-35,90,39,24,15
409a010j_1.397_01jc021c_-1.397.wav,subject40,-65,25,135,28,32,13
01po0302_1.5015_20oa010c_-1.5015.wav,subject17,55,40,-6,-11,7,6
01wo0310_0.71324_40ac020f_-0.71324.wav,subject158,80,10,219,141,47,33
40gc021b_0.48906_013c0207_-0.48906.wav,subject158,-55,55,169,45,38,16
01bo030x_0.026438_405a010a_-0.026438.wav,subject17,-10,20,113,11,28,10
